id,sex,inr_avg,ing_avg,inb_avg,incolor,totalthroat,innnerthroat,outerthroat,inratio,outratio,totalratio,morph,outr_avg,outg_avg,outb_avg,outcolor,notes,site,sitetype,sex2,date,bltime,svl,mass,morph2,stage,clutch,f1,f2,f3,f4,f5,f6,f7,f8,l,w,trayid,mass.n,mass.c,C.N,ape.n,ape.c,d15N,d13C,paintid,blvol,oxy,droms,blbka,notes,maxrepro,totalcolor,incolorindex,outcolorindex,blotch.area,repro,avgrepro,blcort
1325,m,174,180,166,0.922222222,121.95,11.61,7.27,0.095202952,0.059614596,0.154817548,yb,209,198,153,1.055555556,,Manowar,urban,m,5/6/16,9:37,49,4.4,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.3,D3,211.2642016,711.8518256,3.369486265,0.371078729,1.087534797,13.08537858,-21.18861316,17,NA,346.3864307,18.99922647,95.29780564,missing tail (healed),NA,0.150724796,0.087798278,0.062926518,0.3768,NA,NA,11.191
1330,f,0,0,0,NA,74.9,0,5.37,0,0.071695594,0.071695594,oo,189,146,103,1.294520548,,Manowar,urban,f,5/6/16,9:45,51,3.5,orange,mid,4,0.55,0.46,0.46,0.59,NA,NA,NA,NA,NA,NA,D4,132.7515598,449.357593,3.384951512,0.370605006,1.087774848,11.78725227,-20.93191342,18,NA,344.3215339,50.77094972,52.03761755,bite marks on tail; looks like shes about to die,0.55,NA,NA,0.09281142,NA,2.06,0.515,12.918
1331,f,0,0,0,NA,69.42,0,4.57,0,0.065831173,0.065831173,oo,205,161,114,1.273291925,,Manowar,urban,f,5/6/16,9:56,49,3.2,orange,late,4,0.43,0.54,0.58,0.78,NA,NA,NA,NA,NA,NA,D5,105.9359128,329.6158735,3.111464892,0.369630772,1.090053702,9.117633391,-18.8657262,19,NA,325.7374631,22.07958745,42.63322884,bite marks on tail,0.54,NA,NA,0.083822301,NA,2.33,0.5825,NA
1332,m,0,0,0,NA,97.12,0,68.2,0,0.702224053,0.702224053,oo,187,145,98,1.289655172,,Manowar,urban,m,5/6/16,9:56,50,4.3,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.2,D6,152.1777636,493.2086243,3.241003236,0.368853123,1.087398865,6.986737929,-21.2632422,20,NA,345.3539823,22.78366996,1.253918495,bite marks; tail tip regrown,NA,NA,NA,0.905626882,0.314,NA,NA,11.945
1333,f,0,0,0,NA,86.79,0,3.25,0,0.03744671,0.03744671,oo,208,169,127,1.230769231,,Manowar,urban,f,5/6/16,10:18,48,3.1,orange,early,4,0.38,0.35,0.28,0.21,NA,NA,NA,NA,NA,NA,D7,183.4131945,640.529955,3.492278496,0.369106511,1.086058927,7.680856894,-22.48663871,21,NA,322.640118,56.66764074,75.23510972,,0.38,NA,NA,0.046088258,NA,1.22,0.305,13.248
1334,m,177,181,166,0.917127072,94.89,1.5,15.48,0.015807777,0.163136263,0.17894404,ob,194,166,131,1.168674699,,Manowar,urban,m,5/6/16,10:22,49,3.5,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.3,D8,115.3099151,376.6812576,3.26668576,0.369245732,1.086470565,8.062551297,-22.07187514,22,NA,348.4513274,3.817447357,75.86206897,regrown tail; bite marks,NA,0.205150963,0.01449774,0.190653223,0.5652,NA,NA,6.638
1335,m,155,170,148,0.870588235,106.54,9.98,23.98,0.093673738,0.225079782,0.31875352,yb,190,190,151,1,,Manowar,urban,m,5/6/16,10:31,51,3.8,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3,D10,149.5276434,492.8240988,3.295872841,0.369148107,1.088636077,7.795040456,-20.18091429,24,NA,348.4513274,5.445638161,13.47962382,bite marks; tail is broken,NA,0.306631036,0.081551254,0.225079782,0.6594,NA,NA,6.195
1340,f,0,0,0,NA,98.73,0,20.9,0,0.211688443,0.211688443,oo,235,214,185,1.098130841,,Manowar,urban,m,5/5/16,12:23,50,4.2,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,B12,168.1509059,559.4323343,3.326965926,0.368817528,1.086077981,6.889137504,-22.46001909,12,24,340.1917404,6.457756768,28.84012539,natural toe loss on 40,NA,NA,NA,0.232461608,0.471,NA,NA,9.219
1341,m,183,191,192,1.005235602,122.83,75.18,27.07,0.612065456,0.220385899,0.832451356,ob,203,194,184,1.046391753,,Leeds,rural,m,5/9/16,9:55,52,3.9,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.2,E4,145.0322282,473.7561236,3.266557575,0.368845537,1.086349721,6.965950699,-22.20891154,6,23,347.4188791,14.24666953,57.05329154,bite marks; 2 mites,NA,0.845879974,0.615269987,0.230609987,0.2512,NA,NA,17.712
1342,f,0,0,0,NA,83.18,0,13.74,0,0.165183938,0.165183938,oo,190,131,95,1.450381679,,Leeds,rural,f,5/9/16,12:30,49,3.8,orange,late,4,0.71,0.73,0.67,0.65,NA,NA,NA,NA,NA,NA,E5,183.9572242,601.2998187,3.268693694,0.36830188,1.086389683,5.476253684,-22.19886367,32,37,305.0884956,34.2690159,92.1630094,bite marks; 7 mites,0.73,NA,NA,0.239579757,NA,2.76,0.69,16.717
1343,m,172,182,185,1.016483516,117.92,51.78,22.26,0.439111262,0.188772049,0.627883311,ob,209,183,165,1.142076503,,Leeds,rural,m,5/9/16,11:00,52,3.8,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.3,E6,197.6192413,639.5898765,3.236475721,0.368214329,1.085543143,5.236353869,-22.95375038,17,46,338.1268437,21.55152557,44.82758621,,NA,0.661941481,0.44634936,0.215592122,0.5652,NA,NA,14.737
1344,m,190,196,195,0.994897959,77.14,3.4,10.62,0.044075707,0.137671766,0.181747472,ob,200,182,165,1.098901099,,Leeds,rural,f,5/9/16,11:50,50,2.9,orange,early,5,0.45,0.39,0.41,0.37,0.49,NA,NA,NA,NA,NA,E7,154.2808561,520.1384694,3.371374016,0.367879939,1.086599832,4.320087532,-21.99641366,25,36,320.5752212,61.9042544,108.4639498,6 mites,0.45,0.195138486,0.043850831,0.151287655,NA,2.11,0.422,18.828
1345,f,0,0,0,NA,77.69,0,3.82,0,0.049169777,0.049169777,oo,201,164,140,1.225609756,,Leeds,rural,f,5/9/16,12:05,46,2.9,orange,late,4,0.62,0.63,0.77,0.72,NA,NA,NA,NA,NA,NA,E8,152.9740905,502.9326725,3.287698399,0.368383183,1.085077605,5.699033681,-23.33673737,29,48,341.2241888,14.02664375,30.40752351,regrowing tail; bite marks,0.63,NA,NA,0.060262958,NA,2.74,0.685,18.936
1350,f,0,0,0,NA,85.37,0,10.85,0,0.127093827,0.127093827,oo,204,160,131,1.275,,Leeds,rural,f,5/9/16,12:20,47,3,orange,early,5,0.39,0.38,0.35,0.37,0.34,NA,NA,NA,NA,NA,E9,39.316513,133.3959888,3.392874358,0.368738807,1.08585636,6.673493198,-22.51790361,31,22,313.3480826,59.52797593,47.64890282,bite marks; no mites,0.39,NA,NA,0.162044629,NA,1.83,0.366,29.518
1351,f,0,0,0,NA,82.89,0,3.95,0,0.047653517,0.047653517,oo,203,185,171,1.097297297,,Leeds,rural,f,5/9/16,12:07,47,3.3,orange,mid,3,0.54,0.55,0.65,NA,NA,NA,NA,NA,NA,NA,E10,210.7330235,679.2138634,3.223101212,0.3685235,1.085882831,6.083520517,-22.65132104,30,36,325.7374631,33.82896433,59.87460815,regrowing tail; bite marks; 5 mites,0.55,NA,NA,0.052290075,NA,1.74,0.58,50.483
1352,f,0,0,0,NA,86.73,0,13.51,0,0.155770783,0.155770783,oo,206,160,126,1.2875,,Leeds,rural,f,5/9/16,10:32,48,3,orange,early/mid,5,0.55,0.37,0.44,0.51,0.5,NA,NA,NA,NA,NA,E11,172.3696762,582.687161,3.380450517,0.368469247,1.08591633,5.934861246,-22.60567922,14,26,325.7374631,43.95015041,31.97492163,bites and no mites,0.55,NA,NA,0.200554883,NA,2.37,0.474,39.829
1353,f,0,0,0,NA,91.33,0,26.15,0,0.286324318,0.286324318,oo,217,176,155,1.232954545,,Leeds,rural,f,5/9/16,11:58,52,3.9,orange,mid/late,4,0.45,0.48,0.52,0.52,NA,NA,NA,NA,NA,NA,E12,145.3263145,479.6443054,3.300464249,0.368190857,1.085601028,5.172037327,-22.86710007,26,55,348.4513274,43.77412978,47.02194357,bite marks; 7 mites,0.48,NA,NA,0.353024869,NA,1.97,0.4925,49.968
1354,f,0,0,0,NA,78.85,0,6.67,0,0.084590996,0.084590996,oo,209,189,171,1.105820106,,Leeds,rural,f,5/9/16,11:58,47,3.5,orange,gravid,4,0.74,0.8,1.02,0.94,NA,NA,NA,NA,NA,NA,F1,161.5366674,536.4406508,3.32085996,0.367886405,1.085798638,4.337804648,-22.7396329,28,55,342.2566372,8.658014611,12.22570533,mostly regrown tail; bite marks,0.8,NA,NA,0.093542424,NA,3.5,0.875,102.276
1355,f,0,0,0,NA,71.18,0,8.84,0,0.124192189,0.124192189,oo,202,157,122,1.286624204,,Leeds,rural,f,5/9/16,12:48,45,2.2,orange,early,4,0.29,0.27,0.33,0.25,NA,NA,NA,NA,NA,NA,F2,122.4240789,416.0922019,3.398777476,0.367896736,1.085932257,4.366112117,-22.57029142,34,27,323.6725664,37.78942845,68.96551724,bite marks; mostly regrown tail but not broken; just half way up (will break off I know it),0.29,NA,NA,0.159788676,NA,1.14,0.285,16.445
1401,m,169,171,174,1.01754386,118.05,52.57,11.32,0.44531978,0.095891571,0.541211351,ob,203,170,150,1.194117647,,Leeds,rural,m,5/9/16,11:50,54,4.4,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3,F3,136.014848,453.0584205,3.330948254,0.367807602,1.085175599,4.121876866,-23.24497985,24,29,228.6873156,11.34232918,20.68965517,bite marks; ~50 mites,NA,0.567638225,0.453132408,0.114505817,0.6594,NA,NA,2.543
1402,m,122,151,163,1.079470199,115.39,63.9,6.02,0.553774157,0.052170899,0.605945056,ob,196,180,163,1.088888889,,Leeds,rural,m,5/9/16,10:00,50,3.9,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.3,F4,148.9709592,502.6424335,3.374096778,0.368036925,1.085724875,4.75024653,-22.76530034,8,42,308.1858407,7.513880533,14.4200627,regrown tail; bite marks; ~35 mites,NA,0.654591012,0.597782699,0.056808312,0.5652,NA,NA,16.613
1403,f,0,0,0,NA,82.51,0,24.35,0,0.295115744,0.295115744,oo,209,172,144,1.215116279,,Leeds,rural,f,5/9/16,11:00,45,3.1,orange,late,4,0.83,0.63,0.67,0.52,NA,NA,NA,NA,NA,NA,F5,111.5675333,374.7348596,3.358816391,0.368104043,1.086095894,4.934156116,-22.40258289,19,61,347.4188791,5.18160722,23.82445141,bite mark,0.83,NA,NA,0.358599945,NA,2.65,0.6625,34.379
1404,m,167,179,177,0.988826816,113.83,29.44,14.33,0.258631292,0.125889484,0.384520777,yb,220,213,188,1.03286385,,Leeds,rural,m,5/9/16,9:18,53,4.4,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3,F6,166.1017593,569.3931048,3.427977567,0.36786127,1.084509371,4.268934028,-23.86169709,2,44,350.5162242,4.345509239,87.14733542,~40 mites; ,NA,0.385768254,0.255741557,0.130026697,0.6594,NA,NA,12.42
1405,m,170,178,172,0.966292135,110.08,62.44,14.79,0.567223837,0.134356831,0.701580669,yb,208,202,180,1.02970297,,Leeds,rural,m,5/9/16,9:44,51,4.1,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.3,F7,123.5866863,402.4583442,3.256486247,0.368489137,1.085157355,5.989361586,-23.2467115,4,31,350.5162242,9.802148689,16.61442006,regrown tail; 4 mites; big bite mark,NA,0.68645156,0.548103932,0.138347628,0.5652,NA,NA,18.346
1410,m,159,175,182,1.04,107.69,34.77,6,0.322871204,0.05571548,0.378586684,ob,203,185,165.5,1.097297297,,Leeds,rural,m,5/9/16,9:27,50,3.6,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3,F8,94.63959886,316.7706773,3.347126162,0.367864698,1.085008801,4.278326326,-23.34969636,3,47,351.5486726,9.274086807,116.3009404,bite marks; 15 mites,NA,0.396922498,0.335786052,0.061136446,0.6594,NA,NA,35.136
1411,m,127,152,178,1.171052632,105.6,36.62,20.16,0.346780303,0.190909091,0.537689394,ob,199,137,97,1.452554745,,Leeds,rural,m,5/9/16,11:58,50,3.9,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3,F9,181.3815381,607.8416832,3.351177245,0.368192693,1.086670926,5.177068987,-21.94424911,27,14,347.4188791,15.21478298,99.68652038,bite marks,NA,0.683403893,0.406097987,0.277305906,0.6594,NA,NA,NA
1412,m,108,126,144,1.142857143,108.84,71.88,2.46,0.660418964,0.022601985,0.683020948,yb,199,191,171,1.041884817,,Leeds,rural,m,5/9/16,11:45,53,4.4,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.5,F11,178.0910327,608.7445881,3.418165299,0.36793959,1.086095519,4.48353787,-22.45009853,23,55,319.5427729,4.961581435,67.0846395,12 mites,NA,0.778313195,0.75476453,0.023548665,1.727,NA,NA,7.858
1413,m,170,184,193,1.048913043,100.38,66.96,1.99,0.667065152,0.019824666,0.686889819,ob,204,187,173,1.090909091,,Leeds,rural,m,5/9/16,12:36,50,3.7,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4,F12,207.8327053,701.3492677,3.374585663,0.368515929,1.085257005,6.062777279,-23.209371,35,57,329.8672566,4.785560808,85.89341693,bite marks; ~25 mites,NA,0.721320247,0.699693338,0.021626908,1.256,NA,NA,15.35
1414,m,159,168,167,0.994047619,102.97,54.76,17.83,0.53180538,0.17315723,0.70496261,ob,206,161,120,1.279503106,,Leeds,rural,m,5/9/16,10:30,51,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.3,G1,154.5368746,520.721534,3.369561701,0.368162821,1.085926292,5.09521571,-22.62349144,12,51,337.0943953,2.717318436,24.13793103,regrown tail; bite marks; ~30 mites,NA,0.750195085,0.528639872,0.221555214,0.5652,NA,NA,45.073
1415,m,194,194,186,0.958762887,110.88,7.06,25.53,0.063672439,0.230248918,0.293921356,ob,217,184,163,1.179347826,,Leeds,rural,m,5/9/16,10:09,52,3.8,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,350.5162242,12.31044263,20.37617555,broken tail,NA,0.332590332,0.061046771,0.271543561,0.6594,NA,NA,9.974
1421,m,180,182,179,0.983516484,103.08,55.36,35.12,0.537058595,0.340706248,0.877764843,ob,213,191,174,1.115183246,,Leeds,rural,m,5/9/16,9:57,48,3.1,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.2,,NA,NA,NA,NA,NA,NA,NA,7,36,346.3864307,4.697550494,15.36050157,regrown tail; ~12 mites,NA,0.908155881,0.528205981,0.3799499,0.2512,NA,NA,20.501
1422,m,156,171,171,1,97.4,58.94,5.56,0.60513347,0.057084189,0.662217659,ob,210,194,178,1.082474227,,Leeds,rural,m,5/9/16,10:32,49,3.7,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.2,,NA,NA,NA,NA,NA,NA,NA,13,20,340.1917404,11.51834981,100.3134796,bite marks; ~15 mites,NA,0.666925633,0.60513347,0.061792163,0.2512,NA,NA,NA
1423,m,162,171,173,1.011695906,111.11,38.42,28.1,0.345783458,0.252902529,0.598685987,ob,204,149,111,1.369127517,,Leeds,rural,m,5/9/16,12:30,51,4.2,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,350.5162242,2.321272024,35.73667712,regrown tail,NA,0.69608352,0.349827709,0.346255812,1.256,NA,NA,20.817
1424,m,174,185,182,0.983783784,99.94,52.87,11.64,0.52901741,0.116469882,0.645487292,ob,211,186,164,1.134408602,,Leeds,rural,m,5/9/16,10:35,48,3.4,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.3,,NA,NA,NA,NA,NA,NA,NA,15,46,337.0943953,11.73837559,66.45768025,bite marks on tail; ~15 mites,NA,0.652563185,0.520438749,0.132124436,0.3768,NA,NA,27.256
1425,m,195,200,203,1.015,92.31,21.81,6.22,0.236269093,0.067381649,0.303650742,ob,189,152,131,1.243421053,,Leeds,rural,m,5/9/16,11:25,47,3.6,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3,,NA,NA,NA,NA,NA,NA,NA,22,21,325.7374631,6.281736141,49.52978056,bite marks; ~20 mites,NA,0.32359689,0.239813129,0.083783761,0.6594,NA,NA,13.189
1430,m,168,181,179,0.988950276,108.38,70.48,5.58,0.650304484,0.051485514,0.701789998,yb,201,194,161,1.036082474,,Leeds,rural,m,5/9/16,10:20,50,3.3,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.4,,NA,NA,NA,NA,NA,NA,NA,10,59,349.4837758,8.305973356,18.18181818,regrown tail tip; 13 mites,NA,0.696462038,0.643118799,0.053343239,1.3816,NA,NA,26.687
1431,m,131,152,163,1.072368421,114.35,76.81,38.59,0.671709663,0.337472672,1.009182335,ob,179,158,134,1.132911392,,Leeds,rural,m,5/9/16,9:18,51,4.3,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,351.5486726,14.33467985,19.12225705,mangled 30 and 40 tail,NA,1.102646865,0.720320231,0.382326635,0.7536,NA,NA,12.42
1433,m,168,174,170,0.977011494,98.01,55.96,24.89,0.570962147,0.253953678,0.824915825,ob,200,174,156,1.149425287,,Leeds,rural,m,5/9/16,10:25,51,4,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3,,NA,NA,NA,NA,NA,NA,NA,11,29,338.1268437,13.0585303,25.07836991,,NA,0.849737359,0.55783658,0.291900779,0.6594,NA,NA,14.268
1434,m,122,151,175,1.158940397,97.64,55.15,5.73,0.564829988,0.058684965,0.623514953,ob,196,179,164,1.094972067,,BigHollow,rural,m,5/9/16,12:23,50,3.9,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3,,NA,NA,NA,NA,NA,NA,NA,16,21,320.5752212,35.45715514,67.89900812,regrown tail,NA,0.718862688,0.654604291,0.064258397,0.6594,NA,NA,48.089
1435,m,155,175,193,1.102857143,93.2,21.54,5.62,0.23111588,0.060300429,0.291416309,ob,194,183,181,1.06010929,,BigHollow,rural,m,5/9/16,12:07,49,3.5,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3,G3,161.6703173,550.7471599,3.406606538,0.36694759,1.085617473,1.765379921,-22.8689594,12,27,343.2890855,9.846153846,18.84580703,,NA,0.318812844,0.254887799,0.063925045,0.6594,NA,NA,40.385
1440,m,137,162,179,1.104938272,99.08,55.85,8.98,0.56368591,0.090633831,0.654319742,ob,218,219,205,0.99543379,,BigHollow,rural,m,5/9/16,12:51,50,4.1,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.4,H3,98.76597577,333.0020952,3.371627654,0.366993077,1.085801895,1.890016328,-22.64439833,18,22,351.5486726,16.79896863,18.48512173,huge bite mark on tail; weird bulges on 3000 and 5 toes,NA,0.713058113,0.622838135,0.090219978,1.0048,NA,NA,38.213
1441,m,152,169,182,1.076923077,100.07,43.23,22.67,0.431997602,0.226541421,0.658539023,ob,188,149,118,1.261744966,,BigHollow,rural,m,5/9/16,13:16,49,4,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.3,,NA,NA,NA,NA,NA,NA,NA,23,41,347.4188791,2.145251397,15.96032462,regrown tail; face bite,NA,0.751065684,0.465228187,0.285837498,0.7536,NA,NA,11.012
1443,m,156,177,192,1.084745763,90.35,51.24,5.84,0.567127836,0.064637521,0.631765357,yb,199,197,178,1.010152284,,BigHollow,rural,m,5/9/16,11:40,48,3.5,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.3,G6,124.8267999,416.1770708,3.33403621,0.367055182,1.086140111,2.060187964,-22.37093046,7,46,349.4837758,5.797679416,34.35527502,bite mark,NA,0.680483257,0.615189517,0.065293739,0.8478,NA,NA,24.396
1444,m,183,189,194,1.026455026,106.32,7.11,13.43,0.066873589,0.12631678,0.193190369,ob,211,178,158,1.185393258,,BigHollow,rural,m,5/9/16,10:33,51,4,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,G7,211.0905694,682.3635595,3.232562977,0.36705574,1.086719471,2.061718739,-21.91293562,4,28,327.8023599,11.12230339,22.45266005,bite marks on face,NA,0.218377791,0.068642732,0.149735059,0.7536,NA,NA,9.974
1445,m,114,150,184,1.226666667,117.38,72.42,1.63,0.616970523,0.013886522,0.630857045,yb,208,211,209,0.985781991,,BigHollow,rural,m,5/9/16,11:50,54,4.7,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3,G8,131.2272844,438.80078,3.343822758,0.367247275,1.086370931,2.586535588,-22.17640872,9,30,338.1268437,12.97051998,53.11091073,lots of blue and face bite; get it?,NA,0.770506258,0.756817175,0.013689083,0.6594,NA,NA,16.218
1450,m,145,165,174,1.054545455,101.11,19.9,8.59,0.19681535,0.084956978,0.281772327,yb,210,210,194,1,,BigHollow,rural,m,5/9/16,13:10,51,4,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.4,G5,168.799914,569.6245735,3.37455488,0.367206625,1.086563728,2.475151631,-22.0364855,22,28,328.8348083,12.17842716,60.32461677,old bite mark,NA,0.292507711,0.207550733,0.084956978,0.7536,NA,NA,18.708
1451,m,198,205,209,1.019512195,87.59,1.02,10.55,0.011645165,0.12044754,0.132092705,ob,208,188,177,1.106382979,,BigHollow,rural,m,5/9/16,10:52,46,2.9,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.2,G10,162.7274325,542.0925921,3.331291988,0.367121522,1.086372983,2.241965271,-22.19247284,5,33,243.1415929,6.237730984,40.48692516,broken tail,NA,0.145133496,0.011872388,0.133261108,0.2512,NA,NA,22.571
1452,m,150,168,182,1.083333333,97.86,47.42,7.62,0.484569794,0.07786634,0.562436133,ob,202,182,169,1.10989011,,BigHollow,rural,m,5/9/16,11:56,50,4,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.3,G11,111.4778892,382.2903588,3.429293123,0.367090725,1.086095081,2.157578193,-22.40200732,11,44,300.9587021,4.697550494,28.94499549,bite marks; regrowing tail,NA,0.611373691,0.52495061,0.086423081,0.5652,NA,NA,18.436
1453,f,0,0,0,NA,67.9,0,1.86,0,0.027393225,0.027393225,oo,214,195,190,1.097435897,,BigHollow,rural,f,5/9/16,11:02,42,2,orange,early,2,0.26,0.27,NA,NA,NA,NA,NA,NA,NA,NA,G12,85.20179749,284.8250998,3.342947076,0.367033304,1.085868986,2.000242362,-22.5684629,6,22,338.1268437,20.40739149,65.374211,tick on right side blotch,0.27,NA,NA,0.030062308,NA,0.53,0.265,52.51
1454,f,0,0,0,NA,87.72,0,14.81,0,0.168832649,0.168832649,oo,207,175,154,1.182857143,,BigHollow,rural,f,5/9/16,12:23,51,4.4,orange,late/gravid,5,0.98,0.75,0.57,0.64,0.75,NA,NA,NA,NA,NA,G2,197.8753262,695.2595754,3.513624406,0.367018396,1.086032254,1.959392832,-22.5303666,15,44,347.4188791,13.93863343,18.84580703,1 mite,0.98,NA,NA,0.199704905,NA,3.69,0.738,106.25
1455,f,0,0,0,NA,69.22,0,6.78,0,0.09794857,0.09794857,oo,209,188,177,1.111702128,,BigHollow,rural,f,5/9/16,10:13,42,2.1,orange,early,3,0.36,0.36,0.39,NA,NA,NA,NA,NA,NA,NA,H2,66.98867778,228.1471882,3.405757447,0.366848077,1.086506494,1.492711125,-21.99772256,3,10,324.7050147,NA,33.99458972,,0.36,NA,NA,0.108889634,NA,1.11,0.37,NA
1501,f,0,0,0,NA,82.86,0,7.3,0,0.08810041,0.08810041,oo,207,193,187,1.07253886,oy?,BigHollow,rural,f,5/9/16,12:51,45,2.9,orange,early/mid,4,0.45,0.42,0.34,0.34,NA,NA,NA,NA,NA,NA,H4,80.96542047,261.5258174,3.230092747,0.366939769,1.086104182,1.743951543,-22.3444828,19,22,317.4778761,51.2990116,31.83047791,,0.45,NA,NA,0.094491113,NA,1.55,0.3875,22.253
1502,f,0,0,0,NA,68.71,0,0.47,0,0.006840343,0.006840343,oo,198,184,175,1.076086957,,BigHollow,rural,f,5/9/16,13:03,45,2.7,orange,mid,3,0.54,0.54,0.67,NA,NA,NA,NA,NA,NA,NA,H9,94.9354627,319.2469288,3.362778457,0.366973227,1.112250507,1.835628554,NA,20,28,345.3539823,30.61658788,10.91073039,bite marks; regrowing tail tip,0.54,NA,NA,0.007360804,NA,1.75,0.583333333,60.358
1503,f,0,0,0,NA,86.9,0,12.02,0,0.138319908,0.138319908,oo,211,185,170,1.140540541,,BigHollow,rural,f,5/9/16,12:13,48,2.9,orange,early,2,0.44,0.43,NA,NA,NA,NA,NA,NA,NA,NA,H1,160.9326189,544.026367,3.380460535,0.36751204,1.086398868,3.312010152,-22.20941659,14,11,323.6725664,NA,20.28854824,broken tail; possibly just laid eggs,0.44,NA,NA,0.157759463,NA,0.87,0.435,NA
1504,f,0,0,0,NA,75.01,0,2.27,0,0.030262632,0.030262632,oo,220,197,177,1.116751269,,BigHollow,rural,f,5/9/16,10:00,46,2.9,orange,late,3,0.68,0.6,0.59,NA,NA,NA,NA,NA,NA,NA,H6,83.69637601,277.0680564,3.310394901,0.366868252,1.085406664,1.547990738,-22.96418377,2,26,327.8023599,36.07322733,27.14156898,bite marks,0.68,NA,NA,0.033795833,NA,1.87,0.623333333,49.024
1505,f,0,0,0,NA,79.84,0,17.53,0,0.219564128,0.219564128,oo,210,172,148,1.220930233,,BigHollow,rural,f,5/9/16,11:43,49,2.9,orange,mid,4,0.55,0.59,0.47,0.49,NA,NA,NA,NA,NA,NA,H8,53.15431763,173.9269431,3.272113176,0.367439325,1.086230066,3.112767371,-22.1801891,8,40,344.3215339,37.70141813,31.1091073,broken tail; big scar on right thigh,0.59,NA,NA,0.268072482,NA,2.1,0.525,38.675
1510,f,0,0,0,NA,79.59,0,10.33,0,0.129790175,0.129790175,oo,191,165,150,1.157575758,,BigHollow,rural,f,5/9/16,13:04,47,3.6,orange,late/gravid,4,0.92,0.87,0.6,0.64,NA,NA,NA,NA,NA,NA,G9,200.5293844,680.2177227,3.392109963,0.366792913,1.0860095,1.341558314,-22.53964173,21,45,296.8289086,9.274086807,53.83228133,bite marks; regrowing tail,0.92,NA,NA,0.15024196,NA,3.03,0.7575,92.637
1540,f,0,0,0,NA,65.31,0,7.74,0,0.118511713,0.118511713,oo,208,186,175,1.11827957,,BigHollow,rural,f,5/9/16,11:56,45,3.1,orange,late,3,0.55,0.7,0.85,NA,NA,NA,NA,NA,NA,NA,H7,82.82655062,270.6223827,3.267338561,0.366728134,1.085339177,1.164060963,-23.02468511,10,26,338.1268437,12.53046841,19.56717764,regrown tail; bite marks; natural loss 40 toe,0.7,NA,NA,0.132529227,NA,2.1,0.7,22.482
