id,sex,inr_avg,ing_avg,inb_avg,incolor,totalthroat,innnerthroat,outerthroat,inratio,outratio,totalratio,morph,outr_avg,outg_avg,outb_avg,outcolor,notes,site,sitetype,sex2,date,bltime,svl,mass,morph2,stage,clutch,f1,f2,f3,f4,f5,f6,f7,f8,l,w,trayid,mass.n,mass.c,C.N,ape.n,ape.c,d15N,d13C,paintid,blvol,oxy,droms,blbka,notes,maxrepro,totalcolor,incolorindex,outcolorindex,blotch.area,repro,avgrepro,blcort
2022,f,0,0,0,NA,92.29,0,4.46,0,0.048325929,0.048325929,oo,199,186,166,1.069892473,,Browse,rural,f,5/2/16,11:38,52,4.6,orange,late/gravid,5,0.62,0.65,0.68,0.7,0.75,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,9,36,343.2890855,12.31044263,21.9600726,bite marks; recapture (caught and bled again 5/11/2016),0.65,NA,NA,0.051703548,NA,3.4,0.68,23.263
2052,f,0,0,0,NA,86.12,0,11.66,0,0.135392476,0.135392476,oo,224,215,184,1.041860465,,Manowar,urban,f,5/5/16,12:55,51,4.1,yellow,mid,4,0.4,0.45,0.4,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,41,345.3539823,46.06239794,27.27272727,recapture; bite marks on tail,0.45,NA,NA,0.141060068,NA,1.67,0.4175,20.114
2153,f,0,0,0,NA,83.8,0,28.32,0,0.337947494,0.337947494,oo,211,164,141,1.286585366,,BigHollow,rural,f,5/9/16,12:37,51,3.9,orange,late,5,0.77,0.69,0.6,0.82,0.77,NA,NA,NA,NA,NA,G4,202.9511279,672.357919,3.312905555,0.366885979,1.086421834,1.596563829,-22.17550582,17,39,345.3539823,13.36656639,17.04238052,broken tail tip; recapture; bite marks on tail,0.77,NA,NA,0.4347983,NA,3.65,0.73,88.69
2253,f,0,0,0,NA,88.79,0,16.75,0,0.18864737,0.18864737,oo,211,198,183,1.065656566,,Leeds,rural,f,5/9/16,9:50,49,3.5,orange,gravid,4,0.92,0.77,0.78,0.84,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,5,28,352.5811209,12.57447357,55.48589342,regrowing tail; bite marks; recapture; 7 mites,0.92,NA,NA,0.201033308,NA,3.31,0.8275,38.675
2300,m,161,184,196,1.065217391,121.45,88.24,14.75,0.726554138,0.121449156,0.848003294,ob,205,187,169,1.096256684,,Leeds,rural,m,5/9/16,10:53,51,4.6,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,,NA,NA,NA,NA,NA,NA,NA,16,50,257.5958702,5.973700043,62.38244514,bite marks; 4 mites; recapture,NA,0.907077552,0.773938103,0.133139449,1.57,NA,NA,36.119
2320,f,0,0,0,NA,82.82,0,9.45,0,0.114102874,0.114102874,oo,207,161,131,1.285714286,,Leeds,rural,f,5/9/16,11:20,49,3.4,orange,late,4,0.55,0.54,0.61,0.56,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,20,41,346.3864307,27.80025784,103.1347962,bite marks; recapture; 3 mites,0.55,NA,NA,0.146703695,NA,2.26,0.565,35.691
2353,f,0,0,0,NA,92.29,0,6.15,0,0.066637772,0.066637772,oo,219,204,191,1.073529412,,Leeds,rural,f,5/9/16,11:06,48,3.4,orange,early/mid,4,0.49,0.49,0.58,0.5,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,18,23,328.8348083,22.78366996,87.77429467,bite marks; regrowing tail; recapture; need to check real id #,0.49,NA,NA,0.071537608,NA,2.06,0.515,13.765
3522,m,116,142,151,1.063380282,111.2,66.23,3.72,0.595593525,0.033453237,0.629046763,ob,191,185,167,1.032432432,,Browse,rural,m,5/6/16,12:20,53,4.7,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.2,C9,109.5625467,375.3557507,3.425949487,0.367341782,1.086030222,2.845490822,-22.45320496,31,NA,298.8938053,20.75943275,62.69592476,regrown tail; bite mark; natural toe loss on 3000,NA,0.667880617,0.633342411,0.034538207,0.5024,NA,NA,7.161
423(1/2/3/4),m,136,142,115,0.809859155,100.66,28.14,29.3,0.279554937,0.291078879,0.570633817,yb,179,177,131,1.011299435,,Manowar,urban,m,5/10/16,10:44,50,4.5,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,H12,166.3788906,531.8754809,3.196772613,0.369879177,1.089568179,9.798161904,-19.39695205,42,63,352.5811209,5.005586592,13.7962128,regrown tail; natural loss of 1;2;3;4 toes,NA,0.520768031,0.226400125,0.294367906,0.471,NA,NA,8.256
423(3/4),m,135,140,115,0.821428571,101.61,21.33,64.82,0.209920283,0.637929338,0.847849621,ob,158,138,97,1.144927536,,Manowar,urban,m,5/10/16,10:20,48,5.5,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,H11,150.0136289,475.9970825,3.173025584,0.369809624,1.089723755,9.607640302,-19.273383,41,52,352.5811209,8.261968199,18.12443643,bite marks on chest; natural loss of 3 & 4 toes,NA,0.902817383,0.172434518,0.730382865,0.471,NA,NA,8.158
4235,m,96,93,78,0.838709677,115.85,58.21,28.97,0.502460078,0.250064739,0.752524817,ob,139,117,79,1.188034188,,Manowar,urban,m,5/10/16,10:47,49,4,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,43,60,347.4188791,6.369746455,25.33814247,,NA,0.718503589,0.42141813,0.297085459,0.2512,NA,NA,6.444
4240,m,144,152,141,0.927631579,83.45,6.62,14.43,0.079328939,0.172917915,0.252246854,ob,177,143,104,1.237762238,,BigHollow,rural,f,5/11/16,10:39,47,3,orange,mid,4,0.42,0.43,0.4,0.4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,24,45,316.4454277,58.86789858,80.52299369,,0.43,0.287619294,0.073588029,0.214031265,NA,1.65,0.4125,20.168
4241,m,95,113,114,1.008849558,93.86,41.87,27.88,0.446089921,0.297038142,0.743128063,ob,179,152,114,1.177631579,,BigHollow,rural,m,5/11/16,11:12,48,4,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,25,49,342.2566372,13.10253545,53.47159603,,NA,0.799839116,0.45003762,0.349801496,NA,NA,NA,34.731
4242,f,0,0,0,NA,71.67,0,7.8,0,0.108832147,0.108832147,oo,152,126,95,1.206349206,,BigHollow,rural,f,5/11/16,11:30,40,2.75,orange,early,2,0.35,0.34,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,26,23,348.4513274,30.44056725,27.14156898,,0.35,NA,NA,0.131289574,NA,0.69,0.345,15.312
4243,f,0,0,0,NA,75.77,0,7.28,0,0.096080243,0.096080243,oo,185,162,134,1.141975309,,BigHollow,rural,f,5/11/16,11:35,41,2,orange,early,4,0.29,0.28,0.31,0.32,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,27,19,323.6725664,12.26643747,30.3877367,,0.29,NA,NA,0.109721265,NA,1.2,0.3,20.639
4301,f,0,0,0,NA,82.05,0,2.06,0,0.025106642,0.025106642,oo,153,147,135,1.040816327,,Browse,rural,f,5/11/16,11:51,45,3.2,orange,late,5,0.6,0.58,0.56,0.59,0.5,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,38,34,313.3480826,54.73141384,52.02885482,regrowing tail/wound; tube initially labeled 4031,0.6,NA,NA,0.026131403,NA,2.83,0.566,28.433
4325,f,0,0,0,NA,68,0,6.06,0,0.089117647,0.089117647,oo,192,180,164,1.066666667,,BigHollow,rural,f,5/11/16,11:45,39,3,orange,early,4,0.31,0.3,0.28,0.27,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,28,26,336.0619469,27.18418565,21.73128945,,0.31,NA,NA,0.095058823,NA,1.16,0.29,18.97
4333,m,152,171,168,0.98245614,86,35.73,12.95,0.415465116,0.150581395,0.566046512,yb,186,186,159,1,,BigHollow,rural,m,5/11/16,12:12,42,5,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,29,31,311.2831858,15.96287065,34.71596032,,NA,0.558757649,0.408176254,0.150581395,NA,NA,NA,14.169
4452,m,139,146,131,0.897260274,97.23,25.79,22.88,0.265247352,0.235318317,0.500565669,ob,173,148,108,1.168918919,,Manowar,urban,m,5/6/16,10:26,53,3.5,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,D9,35.96962539,112.8834413,3.138299053,0.370412336,1.088272938,11.25911753,-20.36496773,23,NA,337.0943953,6.809798023,103.1347962,natural loss on 4002; bite marks,NA,0.513063944,0.237995912,0.275068033,0.471,NA,NA,54.344
4535,f,0,0,0,NA,83.58,0,14.08,0,0.168461354,0.168461354,oo,193,170,138,1.135294118,,Browse,rural,f,5/11/16,12:48,46,2.8,orange,late,4,0.86,0.92,0.62,0.68,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,41,17,331.9321534,19.26325741,24.97745717,bite marks/no mites,0.92,NA,NA,0.191253184,NA,3.08,0.77,NA
5252,m,189,197,204,1.035532995,100.92,63.48,12.69,0.62901308,0.125743163,0.754756243,ob,210,182,165,1.153846154,,Leeds,rural,m,5/9/16,11:20,50,3.7,orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.3,F10,172.9456562,558.2946745,3.228150893,0.36827325,1.086307894,5.397803758,-22.25353013,NA,34,333.9970501,16.3149119,40.12539185,natural loss on 200,NA,0.796452064,0.651363799,0.145088265,0.5652,NA,NA,11.375
5333,m,NA,NA,NA,NA,103.72,0,34.91,0,0.336579252,0.336579252,yy,219,221,201,0.990950226,,Manowar,urban,m,5/5/16,11:37,52,4.5,yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.3,B4,181.4358749,598.3919368,3.298090508,0.368665189,1.087782528,6.471814038,-20.96173287,3,69,353.6135693,5.269617533,26.95924765,broken tail; natural toe loss 5000,NA,NA,NA,0.333533286,0.6594,NA,NA,8.062
NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,Bluff,urban,f,5/5/16,10:01,46,3.5,orange,mid/late,5,0.5,0.5,0.4,0.6,0.6,NA,NA,NA,NA,NA,B1,182.5932582,628.2349549,3.440625142,0.370326295,1.086323978,11.02357467,-22.28173888,24,NA,NA,NA,NA,dead (killed on capture); RBCs might be labeled 25,0.6,NA,NA,NA,NA,2.6,0.52,NA
